idx,target,event_type,reason
244,1.0,LONG_TP,LONG_TP
245,1.0,LONG_TP,LONG_TP
246,1.0,LONG_TP,LONG_TP
247,-1.0,SHORT_TP,SHORT_TP
248,1.0,LONG_TP,LONG_TP
249,1.0,LONG_TP,LONG_TP
250,1.0,LONG_TP,LONG_TP
251,1.0,LONG_TP,LONG_TP
252,-1.0,SHORT_TP,SHORT_TP
253,-1.0,SHORT_TP,SHORT_TP
254,-1.0,SHORT_TP,SHORT_TP
255,-1.0,SHORT_TP,SHORT_TP
256,-1.0,SHORT_TP,SHORT_TP
257,-1.0,SHORT_TP,SHORT_TP
258,-1.0,SHORT_TP,SHORT_TP
259,-1.0,SHORT_TP,SHORT_TP
260,-1.0,SHORT_TP,SHORT_TP
261,-1.0,SHORT_TP,SHORT_TP
262,-1.0,SHORT_TP,SHORT_TP
263,-1.0,SHORT_TP,SHORT_TP
264,-1.0,SHORT_TP,SHORT_TP
265,-1.0,SHORT_TP,SHORT_TP
266,-1.0,SHORT_TP,SHORT_TP
267,-1.0,SHORT_TP,SHORT_TP
268,-1.0,SHORT_TP,SHORT_TP
269,-1.0,SHORT_TP,SHORT_TP
270,-1.0,SHORT_TP,SHORT_TP
271,-1.0,SHORT_TP,SHORT_TP
272,-1.0,SHORT_TP,SHORT_TP
273,-1.0,SHORT_TP,SHORT_TP
274,-1.0,SHORT_TP,SHORT_TP
275,-1.0,SHORT_TP,SHORT_TP
276,-1.0,SHORT_TP,SHORT_TP
277,-1.0,SHORT_TP,SHORT_TP
278,-1.0,SHORT_TP,SHORT_TP
279,-1.0,SHORT_TP,SHORT_TP
280,-1.0,SHORT_TP,SHORT_TP
281,-1.0,SHORT_TP,SHORT_TP
282,-1.0,SHORT_TP,SHORT_TP
283,-1.0,SHORT_TP,SHORT_TP
284,-1.0,SHORT_TP,SHORT_TP
285,-1.0,SHORT_TP,SHORT_TP
286,-1.0,SHORT_TP,SHORT_TP
287,-1.0,SHORT_TP,SHORT_TP
288,-1.0,SHORT_TP,SHORT_TP
289,-1.0,SHORT_TP,SHORT_TP
290,-1.0,SHORT_TP,SHORT_TP
291,-1.0,SHORT_TP,SHORT_TP
292,-1.0,SHORT_TP,SHORT_TP
293,-1.0,SHORT_TP,SHORT_TP
294,-1.0,SHORT_TP,SHORT_TP
295,-1.0,SHORT_TP,SHORT_TP
296,-1.0,SHORT_TP,SHORT_TP
297,-1.0,SHORT_TP,SHORT_TP
298,-1.0,SHORT_TP,SHORT_TP
299,-1.0,SHORT_TP,SHORT_TP
300,-1.0,SHORT_TP,SHORT_TP
301,-1.0,SHORT_TP,SHORT_TP
302,-1.0,SHORT_TP,SHORT_TP
303,-1.0,SHORT_TP,SHORT_TP
304,-1.0,SHORT_TP,SHORT_TP
305,-1.0,SHORT_TP,SHORT_TP
306,-1.0,SHORT_TP,SHORT_TP
307,-1.0,SHORT_TP,SHORT_TP
308,-1.0,SHORT_TP,SHORT_TP
309,-1.0,SHORT_TP,SHORT_TP
310,-1.0,SHORT_TP,SHORT_TP
311,-1.0,SHORT_TP,SHORT_TP
312,-1.0,SHORT_TP,SHORT_TP
313,-1.0,SHORT_TP,SHORT_TP
314,1.0,LONG_TP,LONG_TP
315,-1.0,SHORT_TP,SHORT_TP
316,1.0,LONG_TP,LONG_TP
317,1.0,LONG_TP,LONG_TP
318,1.0,LONG_TP,LONG_TP
319,1.0,LONG_TP,LONG_TP
320,1.0,LONG_TP,LONG_TP
321,1.0,LONG_TP,LONG_TP
322,1.0,LONG_TP,LONG_TP
323,1.0,LONG_TP,LONG_TP
324,1.0,LONG_TP,LONG_TP
325,1.0,LONG_TP,LONG_TP
326,1.0,LONG_TP,LONG_TP
327,1.0,LONG_TP,LONG_TP
328,1.0,LONG_TP,LONG_TP
329,1.0,LONG_TP,LONG_TP
330,1.0,LONG_TP,LONG_TP
331,1.0,LONG_TP,LONG_TP
332,1.0,LONG_TP,LONG_TP
333,1.0,LONG_TP,LONG_TP
334,1.0,LONG_TP,LONG_TP
335,1.0,LONG_TP,LONG_TP
336,1.0,LONG_TP,LONG_TP
337,1.0,LONG_TP,LONG_TP
338,-1.0,SHORT_TP,SHORT_TP
339,-1.0,SHORT_TP,SHORT_TP
340,-1.0,SHORT_TP,SHORT_TP
341,-1.0,SHORT_TP,SHORT_TP
342,-1.0,SHORT_TP,SHORT_TP
343,-1.0,SHORT_TP,SHORT_TP
344,-1.0,SHORT_TP,SHORT_TP
345,-1.0,SHORT_TP,SHORT_TP
346,-1.0,SHORT_TP,SHORT_TP
347,-1.0,SHORT_TP,SHORT_TP
348,-1.0,SHORT_TP,SHORT_TP
349,-1.0,SHORT_TP,SHORT_TP
350,-1.0,SHORT_TP,SHORT_TP
351,-1.0,SHORT_TP,SHORT_TP
352,-1.0,SHORT_TP,SHORT_TP
353,-1.0,SHORT_TP,SHORT_TP
354,-1.0,SHORT_TP,SHORT_TP
355,-1.0,SHORT_TP,SHORT_TP
356,-1.0,SHORT_TP,SHORT_TP
357,-1.0,SHORT_TP,SHORT_TP
358,-1.0,SHORT_TP,SHORT_TP
359,-1.0,SHORT_TP,SHORT_TP
360,-1.0,SHORT_TP,SHORT_TP
361,-1.0,SHORT_TP,SHORT_TP
362,-1.0,SHORT_TP,SHORT_TP
363,-1.0,SHORT_TP,SHORT_TP
364,-1.0,SHORT_TP,SHORT_TP
365,-1.0,SHORT_TP,SHORT_TP
366,-1.0,SHORT_TP,SHORT_TP
367,-1.0,SHORT_TP,SHORT_TP
368,-1.0,SHORT_TP,SHORT_TP
369,-1.0,SHORT_TP,SHORT_TP
370,-1.0,SHORT_TP,SHORT_TP
371,-1.0,SHORT_TP,SHORT_TP
372,-1.0,SHORT_TP,SHORT_TP
373,-1.0,SHORT_TP,SHORT_TP
374,-1.0,SHORT_TP,SHORT_TP
375,-1.0,SHORT_TP,SHORT_TP
376,1.0,LONG_TP,LONG_TP
377,-1.0,SHORT_TP,SHORT_TP
378,-1.0,SHORT_TP,SHORT_TP
379,-1.0,SHORT_TP,SHORT_TP
380,-1.0,SHORT_TP,SHORT_TP
381,-1.0,SHORT_TP,SHORT_TP
382,-1.0,SHORT_TP,SHORT_TP
383,-1.0,SHORT_TP,SHORT_TP
384,-1.0,SHORT_TP,SHORT_TP
385,-1.0,SHORT_TP,SHORT_TP
386,-1.0,SHORT_TP,SHORT_TP
387,-1.0,SHORT_TP,SHORT_TP
388,-1.0,SHORT_TP,SHORT_TP
389,-1.0,SHORT_TP,SHORT_TP
390,-1.0,SHORT_TP,SHORT_TP
391,-1.0,SHORT_TP,SHORT_TP
392,-1.0,SHORT_TP,SHORT_TP
393,-1.0,SHORT_TP,SHORT_TP
394,-1.0,SHORT_TP,SHORT_TP
395,-1.0,SHORT_TP,SHORT_TP
396,-1.0,SHORT_TP,SHORT_TP
397,-1.0,SHORT_TP,SHORT_TP
398,-1.0,SHORT_TP,SHORT_TP
399,-1.0,SHORT_TP,SHORT_TP
400,-1.0,SHORT_TP,SHORT_TP
401,1.0,LONG_TP,LONG_TP
402,1.0,LONG_TP,LONG_TP
403,1.0,LONG_TP,LONG_TP
404,1.0,LONG_TP,LONG_TP
405,1.0,LONG_TP,LONG_TP
406,1.0,LONG_TP,LONG_TP
407,-1.0,SHORT_TP,SHORT_TP
408,-1.0,SHORT_TP,SHORT_TP
409,-1.0,SHORT_TP,SHORT_TP
410,-1.0,SHORT_TP,SHORT_TP
411,-1.0,SHORT_TP,SHORT_TP
412,-1.0,SHORT_TP,SHORT_TP
413,-1.0,SHORT_TP,SHORT_TP
414,-1.0,SHORT_TP,SHORT_TP
415,-1.0,SHORT_TP,SHORT_TP
416,-1.0,SHORT_TP,SHORT_TP
417,-1.0,SHORT_TP,SHORT_TP
418,-1.0,SHORT_TP,SHORT_TP
419,-1.0,SHORT_TP,SHORT_TP
420,-1.0,SHORT_TP,SHORT_TP
421,-1.0,SHORT_TP,SHORT_TP
422,1.0,LONG_TP,LONG_TP
423,1.0,LONG_TP,LONG_TP
424,1.0,LONG_TP,LONG_TP
425,1.0,LONG_TP,LONG_TP
426,-1.0,SHORT_TP,SHORT_TP
427,-1.0,SHORT_TP,SHORT_TP
428,-1.0,SHORT_TP,SHORT_TP
429,-1.0,SHORT_TP,SHORT_TP
430,-1.0,SHORT_TP,SHORT_TP
431,-1.0,SHORT_TP,SHORT_TP
432,1.0,LONG_TP,LONG_TP
433,1.0,LONG_TP,LONG_TP
434,1.0,LONG_TP,LONG_TP
435,1.0,LONG_TP,LONG_TP
436,1.0,LONG_TP,LONG_TP
437,1.0,LONG_TP,LONG_TP
438,1.0,LONG_TP,LONG_TP
439,1.0,LONG_TP,LONG_TP
440,1.0,LONG_TP,LONG_TP
441,1.0,LONG_TP,LONG_TP
442,-1.0,SHORT_TP,SHORT_TP
443,-1.0,SHORT_TP,SHORT_TP
444,-1.0,SHORT_TP,SHORT_TP
445,-1.0,SHORT_TP,SHORT_TP
446,-1.0,SHORT_TP,SHORT_TP
447,-1.0,SHORT_TP,SHORT_TP
448,-1.0,SHORT_TP,SHORT_TP
449,-1.0,SHORT_TP,SHORT_TP
450,-1.0,SHORT_TP,SHORT_TP
451,-1.0,SHORT_TP,SHORT_TP
452,-1.0,SHORT_TP,SHORT_TP
453,-1.0,SHORT_TP,SHORT_TP
454,-1.0,SHORT_TP,SHORT_TP
455,-1.0,SHORT_TP,SHORT_TP
456,-1.0,SHORT_TP,SHORT_TP
457,-1.0,SHORT_TP,SHORT_TP
458,-1.0,SHORT_TP,SHORT_TP
459,-1.0,SHORT_TP,SHORT_TP
460,-1.0,SHORT_TP,SHORT_TP
461,-1.0,SHORT_TP,SHORT_TP
462,-1.0,SHORT_TP,SHORT_TP
463,-1.0,SHORT_TP,SHORT_TP
464,-1.0,SHORT_TP,SHORT_TP
465,-1.0,SHORT_TP,SHORT_TP
466,-1.0,SHORT_TP,SHORT_TP
467,-1.0,SHORT_TP,SHORT_TP
468,-1.0,SHORT_TP,SHORT_TP
469,-1.0,SHORT_TP,SHORT_TP
470,-1.0,SHORT_TP,SHORT_TP
471,-1.0,SHORT_TP,SHORT_TP
472,-1.0,SHORT_TP,SHORT_TP
473,-1.0,SHORT_TP,SHORT_TP
474,-1.0,SHORT_TP,SHORT_TP
475,-1.0,SHORT_TP,SHORT_TP
476,-1.0,SHORT_TP,SHORT_TP
477,-1.0,SHORT_TP,SHORT_TP
478,-1.0,SHORT_TP,SHORT_TP
479,-1.0,SHORT_TP,SHORT_TP
480,-1.0,SHORT_TP,SHORT_TP
481,-1.0,SHORT_TP,SHORT_TP
482,1.0,LONG_TP,LONG_TP
483,-1.0,SHORT_TP,SHORT_TP
484,-1.0,SHORT_TP,SHORT_TP
485,1.0,LONG_TP,LONG_TP
486,1.0,LONG_TP,LONG_TP
487,1.0,LONG_TP,LONG_TP
488,1.0,LONG_TP,LONG_TP
489,-1.0,SHORT_TP,SHORT_TP
490,-1.0,SHORT_TP,SHORT_TP
491,-1.0,SHORT_TP,SHORT_TP
492,-1.0,SHORT_TP,SHORT_TP
493,-1.0,SHORT_TP,SHORT_TP
494,-1.0,SHORT_TP,SHORT_TP
495,-1.0,SHORT_TP,SHORT_TP
496,-1.0,SHORT_TP,SHORT_TP
497,-1.0,SHORT_TP,SHORT_TP
498,-1.0,SHORT_TP,SHORT_TP
499,-1.0,SHORT_TP,SHORT_TP
500,-1.0,SHORT_TP,SHORT_TP
501,-1.0,SHORT_TP,SHORT_TP
502,-1.0,SHORT_TP,SHORT_TP
503,-1.0,SHORT_TP,SHORT_TP
504,-1.0,SHORT_TP,SHORT_TP
505,-1.0,SHORT_TP,SHORT_TP
506,-1.0,SHORT_TP,SHORT_TP
507,-1.0,SHORT_TP,SHORT_TP
508,-1.0,SHORT_TP,SHORT_TP
509,-1.0,SHORT_TP,SHORT_TP
510,-1.0,SHORT_TP,SHORT_TP
511,-1.0,SHORT_TP,SHORT_TP
512,-1.0,SHORT_TP,SHORT_TP
513,1.0,LONG_TP,LONG_TP
514,1.0,LONG_TP,LONG_TP
515,1.0,LONG_TP,LONG_TP
516,1.0,LONG_TP,LONG_TP
517,1.0,LONG_TP,LONG_TP
518,1.0,LONG_TP,LONG_TP
519,1.0,LONG_TP,LONG_TP
520,1.0,LONG_TP,LONG_TP
521,1.0,LONG_TP,LONG_TP
522,1.0,LONG_TP,LONG_TP
523,1.0,LONG_TP,LONG_TP
524,1.0,LONG_TP,LONG_TP
525,1.0,LONG_TP,LONG_TP
526,1.0,LONG_TP,LONG_TP
527,1.0,LONG_TP,LONG_TP
528,1.0,LONG_TP,LONG_TP
529,1.0,LONG_TP,LONG_TP
530,-1.0,SHORT_TP,SHORT_TP
531,1.0,LONG_TP,LONG_TP
532,-1.0,SHORT_TP,SHORT_TP
533,1.0,LONG_TP,LONG_TP
534,1.0,LONG_TP,LONG_TP
535,1.0,LONG_TP,LONG_TP
536,1.0,LONG_TP,LONG_TP
537,-1.0,SHORT_TP,SHORT_TP
538,-1.0,SHORT_TP,SHORT_TP
539,-1.0,SHORT_TP,SHORT_TP
540,1.0,LONG_TP,LONG_TP
541,1.0,LONG_TP,LONG_TP
542,1.0,LONG_TP,LONG_TP
543,1.0,LONG_TP,LONG_TP
544,1.0,LONG_TP,LONG_TP
545,1.0,LONG_TP,LONG_TP
546,1.0,LONG_TP,LONG_TP
547,1.0,LONG_TP,LONG_TP
548,1.0,LONG_TP,LONG_TP
549,1.0,LONG_TP,LONG_TP
550,1.0,LONG_TP,LONG_TP
551,1.0,LONG_TP,LONG_TP
552,1.0,LONG_TP,LONG_TP
553,-1.0,SHORT_TP,SHORT_TP
554,-1.0,SHORT_TP,SHORT_TP
555,-1.0,SHORT_TP,SHORT_TP
556,-1.0,SHORT_TP,SHORT_TP
557,-1.0,SHORT_TP,SHORT_TP
558,-1.0,SHORT_TP,SHORT_TP
559,-1.0,SHORT_TP,SHORT_TP
560,-1.0,SHORT_TP,SHORT_TP
561,-1.0,SHORT_TP,SHORT_TP
562,-1.0,SHORT_TP,SHORT_TP
563,-1.0,SHORT_TP,SHORT_TP
564,-1.0,SHORT_TP,SHORT_TP
565,-1.0,SHORT_TP,SHORT_TP
566,-1.0,SHORT_TP,SHORT_TP
567,-1.0,SHORT_TP,SHORT_TP
568,-1.0,SHORT_TP,SHORT_TP
569,-1.0,SHORT_TP,SHORT_TP
570,-1.0,SHORT_TP,SHORT_TP
571,-1.0,SHORT_TP,SHORT_TP
572,-1.0,SHORT_TP,SHORT_TP
573,-1.0,SHORT_TP,SHORT_TP
574,-1.0,SHORT_TP,SHORT_TP
575,-1.0,SHORT_TP,SHORT_TP
576,-1.0,SHORT_TP,SHORT_TP
577,-1.0,SHORT_TP,SHORT_TP
578,-1.0,SHORT_TP,SHORT_TP
579,-1.0,SHORT_TP,SHORT_TP
580,-1.0,SHORT_TP,SHORT_TP
581,-1.0,SHORT_TP,SHORT_TP
582,1.0,LONG_TP,LONG_TP
583,1.0,LONG_TP,LONG_TP
584,1.0,LONG_TP,LONG_TP
585,1.0,LONG_TP,LONG_TP
586,1.0,LONG_TP,LONG_TP
587,1.0,LONG_TP,LONG_TP
588,1.0,LONG_TP,LONG_TP
589,1.0,LONG_TP,LONG_TP
590,1.0,LONG_TP,LONG_TP
591,-1.0,SHORT_TP,SHORT_TP
592,-1.0,SHORT_TP,SHORT_TP
593,-1.0,SHORT_TP,SHORT_TP
594,-1.0,SHORT_TP,SHORT_TP
595,-1.0,SHORT_TP,SHORT_TP
596,-1.0,SHORT_TP,SHORT_TP
597,-1.0,SHORT_TP,SHORT_TP
598,-1.0,SHORT_TP,SHORT_TP
599,-1.0,SHORT_TP,SHORT_TP
600,-1.0,SHORT_TP,SHORT_TP
601,1.0,LONG_TP,LONG_TP
602,1.0,LONG_TP,LONG_TP
603,1.0,LONG_TP,LONG_TP
604,-1.0,SHORT_TP,SHORT_TP
605,1.0,LONG_TP,LONG_TP
606,-1.0,SHORT_TP,SHORT_TP
607,-1.0,SHORT_TP,SHORT_TP
608,-1.0,SHORT_TP,SHORT_TP
609,-1.0,SHORT_TP,SHORT_TP
610,-1.0,SHORT_TP,SHORT_TP
611,1.0,LONG_TP,LONG_TP
612,1.0,LONG_TP,LONG_TP
613,1.0,LONG_TP,LONG_TP
614,1.0,LONG_TP,LONG_TP
615,1.0,LONG_TP,LONG_TP
616,1.0,LONG_TP,LONG_TP
617,1.0,LONG_TP,LONG_TP
618,1.0,LONG_TP,LONG_TP
619,1.0,LONG_TP,LONG_TP
620,-1.0,SHORT_TP,SHORT_TP
621,-1.0,SHORT_TP,SHORT_TP
622,-1.0,SHORT_TP,SHORT_TP
623,-1.0,SHORT_TP,SHORT_TP
624,-1.0,SHORT_TP,SHORT_TP
625,-1.0,SHORT_TP,SHORT_TP
626,-1.0,SHORT_TP,SHORT_TP
627,-1.0,SHORT_TP,SHORT_TP
628,-1.0,SHORT_TP,SHORT_TP
629,1.0,LONG_TP,LONG_TP
630,1.0,LONG_TP,LONG_TP
631,1.0,LONG_TP,LONG_TP
632,1.0,LONG_TP,LONG_TP
633,1.0,LONG_TP,LONG_TP
634,1.0,LONG_TP,LONG_TP
